scen,fuel,rx,WS,time,TFL,TFC,ROS,ROSeq,HFI,Area,BUI,FFMC,LB,FROS,CFB,a,Prob
PIBA1control25,PIBA,1control,25,20,,5,13,,2604.297459107,0.2785025718,,,,,,,0.940629434249274
PIBA1control25,PIBA,1control,25,22,,5,13,,2751.8924873075,0.3762671735,,,,,,,0.935429045749511
PIBA1control25,PIBA,1control,25,24,,5,13,,2886.8529836872,0.4927877038,,,,,,,0.928678065503036
PIBA1control25,PIBA,1control,25,26,,5,13,,3010.4634458094,0.6289287625,,,,,,,0.919967969699728
PIBA1control25,PIBA,1control,25,28,,5,13,,3123.8650754754,0.7853959228,,,,,,,0.908765643750586
PIBA1control25,PIBA,1control,25,30,,5,13,,3228.0727071541,0.9627580742,,,,,,,0.894378651314387
PIBA1control25,PIBA,1control,25,35,,5,13,,3454.0565484103,1.5003169634,,,,,,,0.838091696649918
PIBA1control25,PIBA,1control,25,40,,5,13,,3639.6009013441,2.1757828773,,,,,,,0.736074187816936
PIBA1control25,PIBA,1control,25,45,,5,13,,3793.4848454091,2.9915053139,,,,,,,0.569255452939673
PIBA1control25,PIBA,1control,25,50,,5,13,,3922.3692392075,3.9484350781,,,,,,,0.354957179916442
PIBA1control25,PIBA,1control,25,55,,5,13,,4031.3423368357,5.04676151,,,,,,,0.167575111738166
PIBA1control25,PIBA,1control,25,60,,5,13,,4124.3185573369,6.2862977795,,,,,,,0.0607799290098422
PIBAthinned_90pct12,PIBA,thinned_90pct,12,2,,,,,279.1060653459,0.0001312473,,,,,,,0.953363749299436
PIBAthinned_90pct12,PIBA,thinned_90pct,12,4,,,,,536.6594459131,0.0019409271,,,,,,,0.953290026718524
PIBAthinned_90pct12,PIBA,thinned_90pct,12,6,,,,,774.525003083,0.009096306,,,,,,,0.952997444703702
PIBAthinned_90pct12,PIBA,thinned_90pct,12,8,,,,,994.3958293242,0.026655709,,,,,,,0.95227204355321
PIBAthinned_90pct12,PIBA,thinned_90pct,12,10,,,,,1197.8097096247,0.0604320511,,,,,,,0.950846702761588
PIBAthinned_90pct12,PIBA,thinned_90pct,12,12,,,,,1386.1639614559,0.1165422439,,,,,,,0.948389310247445
